,EEG Fpz-Cz_0_Alpha,EEG Fpz-Cz_0_Beta,EEG Fpz-Cz_0_Delta,EEG Fpz-Cz_0_Gamma,EEG Fpz-Cz_0_Sigma,EEG Fpz-Cz_0_Theta,EEG Fpz-Cz_0_TotalAbsPow,EEG Fpz-Cz_1_Alpha,EEG Fpz-Cz_1_Beta,EEG Fpz-Cz_1_Delta,EEG Fpz-Cz_1_Gamma,EEG Fpz-Cz_1_Sigma,EEG Fpz-Cz_1_Theta,EEG Fpz-Cz_1_TotalAbsPow,EEG Fpz-Cz_2_Alpha,EEG Fpz-Cz_2_Beta,EEG Fpz-Cz_2_Delta,EEG Fpz-Cz_2_Gamma,EEG Fpz-Cz_2_Sigma,EEG Fpz-Cz_2_Theta,EEG Fpz-Cz_2_TotalAbsPow,EEG Fpz-Cz_3_Alpha,EEG Fpz-Cz_3_Beta,EEG Fpz-Cz_3_Delta,EEG Fpz-Cz_3_Gamma,EEG Fpz-Cz_3_Sigma,EEG Fpz-Cz_3_Theta,EEG Fpz-Cz_3_TotalAbsPow,EEG Fpz-Cz_4_Alpha,EEG Fpz-Cz_4_Beta,EEG Fpz-Cz_4_Delta,EEG Fpz-Cz_4_Gamma,EEG Fpz-Cz_4_Sigma,EEG Fpz-Cz_4_Theta,EEG Fpz-Cz_4_TotalAbsPow,EEG Pz-Oz_0_Alpha,EEG Pz-Oz_0_Beta,EEG Pz-Oz_0_Delta,EEG Pz-Oz_0_Gamma,EEG Pz-Oz_0_Sigma,EEG Pz-Oz_0_Theta,EEG Pz-Oz_0_TotalAbsPow,EEG Pz-Oz_1_Alpha,EEG Pz-Oz_1_Beta,EEG Pz-Oz_1_Delta,EEG Pz-Oz_1_Gamma,EEG Pz-Oz_1_Sigma,EEG Pz-Oz_1_Theta,EEG Pz-Oz_1_TotalAbsPow,EEG Pz-Oz_2_Alpha,EEG Pz-Oz_2_Beta,EEG Pz-Oz_2_Delta,EEG Pz-Oz_2_Gamma,EEG Pz-Oz_2_Sigma,EEG Pz-Oz_2_Theta,EEG Pz-Oz_2_TotalAbsPow,EEG Pz-Oz_3_Alpha,EEG Pz-Oz_3_Beta,EEG Pz-Oz_3_Delta,EEG Pz-Oz_3_Gamma,EEG Pz-Oz_3_Sigma,EEG Pz-Oz_3_Theta,EEG Pz-Oz_3_TotalAbsPow,EEG Pz-Oz_4_Alpha,EEG Pz-Oz_4_Beta,EEG Pz-Oz_4_Delta,EEG Pz-Oz_4_Gamma,EEG Pz-Oz_4_Sigma,EEG Pz-Oz_4_Theta,EEG Pz-Oz_4_TotalAbsPow,EEG Fpz-Cz_SW_density,EEG Pz-Oz_SW_density,EEG Fpz-Cz_SP_density,EEG Pz-Oz_SP_density,EMG_submental_RMS_mean_W,EMG_submental_RMS_std_W,EMG_submental_RMS_mean_N1,EMG_submental_RMS_std_N1,EMG_submental_RMS_mean_N2,EMG_submental_RMS_std_N2,EMG_submental_RMS_mean_N3,EMG_submental_RMS_std_N3,EMG_submental_RMS_mean_R,EMG_submental_RMS_std_R,EMG_submental_RMS_mean_all,EMG_submental_RMS_std_all,SPT,WASO,TST,SME,SFI,Lat_REM,WAKE,N1,N2,N3,REM,%N1,%N2,%N3,%REM,dataset,file,UNS
0,0.06537613004667221,0.031158835786648385,0.7054462711578711,0.01301426273563961,0.015419661026294317,0.16958483924687415,96.48604019896601,0.06291210528548058,0.03387661654618095,0.6679593409542183,0.008431039518457735,0.020941963091083145,0.20587893460457926,61.427596032820084,0.02501322275391906,0.007974756727138549,0.8342524479532955,0.0018392347080452667,0.01599000316243753,0.11493033469516378,165.0451521939608,0.00950476358992151,0.0014518303512570678,0.9350117925339895,0.0003572117963318299,0.003835596730569509,0.04983880499793067,726.0857076521097,0.06050512148864638,0.02618005992394299,0.6764806654015919,0.006977839107167681,0.017479394243140798,0.21237691983551024,60.36206977176421,0.25780000642843054,0.03733485276741803,0.4584392857305261,0.010841578907949588,0.02719602276374873,0.20838825340192693,41.74329032053283,0.10775134137639916,0.023165947594109924,0.6033858347944877,0.0063719940047644846,0.02115159703235388,0.23817328519788422,38.92446533012057,0.034330065228585144,0.008244252137320118,0.79626623576053,0.0025954545367616413,0.01496529566194806,0.14359869667485511,73.65659026197208,0.011616400967390125,0.0019490742180572436,0.9081908783900651,0.000680893528043074,0.003968659050972575,0.07359409384547173,252.71060475897912,0.14064905205057737,0.019495821585518564,0.5971821402177905,0.005539381434551446,0.019143655312086987,0.21798994939947555,36.245701159645044,5.846808510638297,1.4723404255319148,0.4468085106382979,0.14893617021276595,0.9426343808214303,0.5504204421578147,0.9764956704279063,0.4323968148414949,0.8232865118405119,0.3811837746854665,0.909822608743791,0.3694566181714219,1.4338765121414834,0.10216481684055861,0.9791304475480211,0.4281592498751477,360.5,34.0,326.5,90.5687,0.9188,89.0,34.0,29.0,125.0,110.0,62.5,8.8821,38.2848,33.6907,19.1424,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4001E0-raw.fif,
1,0.12399120180158937,0.07634704885244287,0.5018763504297085,0.03006001186036957,0.036056783626882534,0.23166860342900686,104.8744709116487,0.056980902361997855,0.04239856383606212,0.6567813723916837,0.013141507779364306,0.024615666067774083,0.20608198756311819,96.99782507353122,0.032823884771351,0.014897034130324066,0.7885120188215311,0.00495352180131733,0.023377149939581898,0.13543639053589443,209.3183418940351,0.01109758507458196,0.0025123223257097114,0.9276427071762104,0.0009472703247811012,0.005078282666675357,0.0527218324320413,961.3168332167853,0.06872271900365977,0.04507472994850364,0.6260890724061691,0.016084573156314314,0.02476360581208563,0.21926529967326724,90.08374367080646,0.26349310289687045,0.028482343010171104,0.3956257989902971,0.005745713970211425,0.024585304590497157,0.28206773654195266,79.75860723309432,0.08753514869537286,0.021494626215766772,0.6393353176852357,0.005141199916604864,0.021656889700280495,0.22483681778673914,57.10714348032609,0.04399732613830093,0.010531614621843691,0.7408559273376404,0.002645950515336796,0.01807118946600404,0.18389799192087464,97.5894220805784,0.014492727638508033,0.0025265696187809546,0.8944880240151951,0.0007251317232587867,0.005018440884119604,0.08274910612013799,336.4019311319495,0.1495837457906235,0.02490107761568372,0.5495893355607585,0.005615716476751256,0.023744849218638245,0.2465652753375442,48.13623124049591,7.125373134328358,2.008955223880597,0.7850746268656716,0.26865671641791045,1.9314619803260704,0.5298756868762432,1.1777725603050213,0.5209639519266818,0.9231389411201224,0.5823679975674543,0.9407179836015522,0.5890415726892555,1.219082888892486,0.13812790925003932,1.0706084839240868,0.5754619339977709,504.0,31.5,472.0,93.6508,1.3347,66.0,31.5,29.5,186.5,148.5,107.5,6.25,39.5127,31.4619,22.7754,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4002E0-raw.fif,0.5
2,0.024899828829616475,0.025433819326483004,0.8750237876910811,0.007547496409369231,0.008600397845299054,0.058494669898151073,57.880545407490644,0.03708859772257871,0.03583436626333972,0.7902131519321945,0.007946727758706048,0.014523411072334355,0.11439374525084689,37.293369317326864,0.025605262673242115,0.00956565627735763,0.8298102386681792,0.0018119176279527047,0.01571508125339701,0.11749184349987114,102.84621124473463,0.006800691373387348,0.0013326240049386213,0.9387859947632896,0.00024388081591389794,0.003939739006373781,0.04889707003609629,479.75001551876085,0.03414588209014369,0.022258344870431216,0.7691882150185843,0.006622038316909974,0.011506856096960288,0.15627866360697015,42.731619379395354,0.32085909752820996,0.10718642649778021,0.4139386326198986,0.026782523090241917,0.041647422791661226,0.08958589747220722,23.729131582125724,0.12764931102501997,0.07385573642242876,0.574287119180192,0.015207726567814953,0.040258733929470776,0.1687413728750733,16.752513481709638,0.05168579774525231,0.016950918505453518,0.702996765542688,0.0034335673708302287,0.02424305218995118,0.2006898986458247,49.09799466909027,0.018212630134183415,0.0031573484352404686,0.8380038849063244,0.0007802610898436754,0.007400985428222538,0.13244489000618598,161.23871597531092,0.07319599825450714,0.029785396795459478,0.6821374939625892,0.007934236622189771,0.021040399879471063,0.185906474485783,23.851015863592785,0.8035982008995503,0.07496251874062969,1.0944527736131933,1.004497751124438,1.6595421838596822,0.3747299498551346,1.2623086865034137,0.5332670234331728,0.7618016110091252,0.39939388312922575,0.7358730815322239,0.13740873224967007,0.7999499010205116,0.1351806564438165,0.8549189926278525,0.427737063714552,491.5,18.5,473.0,96.236,0.8245,119.5,18.5,54.5,281.0,52.5,85.0,11.5222,59.408,11.0994,17.9704,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4011E0-raw.fif,
3,0.029997821952509017,0.020352423555688583,0.8669081824402642,0.006434802424262938,0.008038630477201728,0.06826813915007311,82.28457068248878,0.04227562415347637,0.03961911278397528,0.7492219249381363,0.010742692252133994,0.01725738445973664,0.14088326141254223,34.22017947398348,0.026017269456296475,0.008895282616787894,0.8291215660353999,0.0019879388007431,0.015781636118061444,0.1181963069727104,106.77688423620312,0.0070090885880737565,0.0014693381851499407,0.9374715299951478,0.00035299718115748324,0.004398159792394788,0.049298886258076054,440.30760102065597,0.03302122315269279,0.02362628869380826,0.7627614968536586,0.007851841769870518,0.011645493139400637,0.16109365639056897,41.28692326553363,0.3389197479275232,0.07579091704933325,0.41536295604754453,0.018391602179318706,0.03390048102461605,0.11763429577166422,56.420106162466155,0.09834972680197915,0.0408399172634087,0.6412394944320835,0.009919231732485217,0.027592578491001215,0.18205905127904254,42.71583004786193,0.04954789590854283,0.013962398669653922,0.705313151700542,0.0031965954210950247,0.022751241142692773,0.20522871715747362,91.6156462200993,0.016441822002006286,0.0030816274212986192,0.8583693581885171,0.0008806175355438635,0.00727273594302075,0.11395383890961384,275.6221320284734,0.07221252403548539,0.028892990001290867,0.6897541209758892,0.00824520859982446,0.020753993754652984,0.1801411626328573,41.346129040533434,0.6243386243386244,0.2777777777777778,1.1455026455026456,0.9497354497354498,1.994182793255062,0.5886668794375093,1.5454799057353703,0.6304052513964067,1.1035895297446972,0.5187967185856095,0.9952204063314517,0.5080829235026895,1.1180952797618198,0.4036960855071257,1.1694510755363663,0.5564204961246071,533.0,21.0,512.0,96.06,0.8789,98.5,21.0,46.0,330.0,48.0,88.0,8.9844,64.4531,9.375,17.1875,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4012E0-raw.fif,
4,0.03477588743203786,0.029139580879384872,0.8504443333016163,0.011642891507162276,0.012657734721338432,0.061339572158460295,59.663533227175975,0.042455971009844815,0.04379792170134752,0.765949945464252,0.012036935976082483,0.021607826294421192,0.11415139955405178,21.036202247642528,0.019013657886622456,0.0068713856932280035,0.8587542765356373,0.0013219910290734212,0.01458780862647444,0.09945088022896413,73.46960091735653,0.004155439930051521,0.0008912331488304899,0.9577863242344801,0.00019234264430740894,0.002742016819727837,0.03423264322260269,377.067292491269,0.035065135905031145,0.021502415737112188,0.7658324897529855,0.004887695086887962,0.014107583057506902,0.15860468046047604,28.9676920033533,0.12776668256505835,0.05125787117422845,0.6859944523609742,0.020044328137436736,0.030964404587993634,0.08397226117430884,88.7534352184314,0.16009459320383226,0.05786888429093012,0.5663043702993338,0.010808443399850926,0.05391257182233269,0.15101113698371937,29.297633309873554,0.036390672025666294,0.009252262887505297,0.7994009137728256,0.0019792497414621826,0.021902011398419866,0.1310748901741212,89.04304302447022,0.00820117047694755,0.0013853717991012288,0.9362104475555433,0.00035732806655787165,0.004425506915382948,0.04942017518646716,406.21965559934813,0.09980324813062234,0.029250441945683953,0.6410085636232226,0.00549493830752833,0.032385363756070686,0.19205744423687285,34.659513815817576,1.059375,1.815625,1.1156249999999999,1.734375,1.48378786189833,0.06379069883012796,1.3647537595893446,0.2769318467959848,1.1049645772917198,0.4922134384938007,0.9049315058389859,0.5813693630484434,1.5667446406288572,0.0641228667570709,1.1974704092793147,0.4821309510088217,452.5,4.0,448.5,99.116,0.4682,79.5,4.0,47.0,272.5,47.5,81.5,10.4794,60.7581,10.5909,18.1717,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4021E0-raw.fif,
5,0.027947033340225177,0.016766036524940953,0.8988642130021183,0.008164707644008375,0.007889394804205734,0.04036861468450241,106.53754966271744,0.023730760331487164,0.016224698960469283,0.8517152043127613,0.004823807509258705,0.011090436027221212,0.09241509285880278,59.3376756309781,0.017870725758653488,0.005952767227576635,0.8659778965184843,0.0016925532489045938,0.015038513511524887,0.09346754373485579,105.15581886334243,0.00398367051134983,0.0008696510160940948,0.9578764216884755,0.00028567190816557517,0.0028384055101689453,0.0341461793657458,515.0038414789951,0.025606045426172584,0.01541906032808051,0.8213122385746799,0.0048809808410211,0.009670982974202847,0.12311069185584324,46.42603909533683,0.11541881756331729,0.019511933300794107,0.7950179846501038,0.011276558989664424,0.012128547878333736,0.04664615761778677,61.11267858319789,0.031091877732043822,0.011770566710011063,0.8591611136250897,0.006937737838826718,0.011773393598834512,0.07926531049519428,27.112353860623106,0.02055269076438642,0.005732735557377463,0.8663737092996391,0.0037733825922398176,0.01363405190867187,0.08993342987768556,43.0820402771634,0.005567799798943548,0.001156996421299267,0.9489251605041438,0.0009630494164052435,0.0032700266063824084,0.04011696725282609,149.27469568651713,0.03574040925636649,0.011659092122531741,0.8461391435931434,0.007081551104351124,0.010886478821757315,0.0884933251018505,21.586494743312976,2.3953934740882916,0.6333973128598849,1.1209213051823417,0.9097888675623801,1.5010666062958626,0.0406913964718307,1.1884824032308356,0.33063837888954417,0.9297379566832225,0.37575520331155043,0.8750080089339425,0.347486874959493,1.2312450374136141,0.12188347288715132,1.0402307761020886,0.35757843709542236,445.0,2.5,442.0,99.3258,0.2715,131.0,2.5,92.0,201.0,59.5,89.5,20.8145,45.4751,13.4615,20.2489,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4022E0-raw.fif,0.5
6,0.0685851615594016,0.06993200602517151,0.7125140607683066,0.027901373206856366,0.02412544172668218,0.09694195671358222,52.53232266117473,0.06069487734285224,0.0582736157719692,0.6953498382161567,0.019436968541558224,0.025594389303069315,0.14065031082439447,37.29226464146569,0.03075157659628889,0.013918738146177263,0.8171722796488071,0.005090797711119136,0.0344158651966901,0.09865074270091723,103.66427498361539,0.009159545934871704,0.0030431530525647423,0.935755682691319,0.0010901272139258618,0.007141358192224854,0.043810132915093204,387.93825349531613,0.057678906282847706,0.048592710976984387,0.6927530000063892,0.018868341735596584,0.020426602044995433,0.16168043895318648,35.25053271155595,0.18704714901225813,0.059299873507669465,0.582324896555197,0.011321837978252708,0.04391747096528189,0.1160887719813407,138.73453265307364,0.12659769873754526,0.03611438695606532,0.5749117234213664,0.00548283815131117,0.036358698511657114,0.22053465422205432,120.85641579707257,0.05286360293794638,0.012786252873563286,0.7080306613791962,0.002015255726763431,0.04151982953966459,0.18278439754286555,225.24513136841585,0.014497012801139566,0.002930899722489401,0.89915529601186,0.0005277224635521028,0.009034900822772706,0.07385416817818656,752.1174355716823,0.13355448559479352,0.03194380359814841,0.5698467793564885,0.005223478099423578,0.028661027949552068,0.23077042540159415,99.22269180747247,0.5498154981549817,2.3284132841328415,4.107011070110701,3.4317343173431736,1.6064367970423992,0.31647740995334817,1.1922309587946591,0.5092651018650531,0.9706699423868906,0.4003833170166021,0.7413371571377386,0.284212608455257,1.0695647278969944,0.1327687174024887,1.0113281160724605,0.37756455315735676,416.0,10.0,406.0,97.5962,0.8867,105.5,10.0,30.5,242.5,28.5,104.5,7.5123,59.7291,7.0197,25.7389,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4031E0-raw.fif,
7,0.07812143891146926,0.06877455250258187,0.7001187161604506,0.028450531878219467,0.024135725061782336,0.10039903548549597,151.77387497677302,0.07719541952337185,0.08519344124710027,0.6104125614787381,0.024729909081743773,0.0326885116518347,0.16978015701721103,75.22472492236679,0.04607809643987805,0.019633849686661594,0.7499229059661552,0.005680026108536341,0.05414873596304119,0.12453638583572771,219.5475028921531,0.012222751386678233,0.003505513313522418,0.9171017060108523,0.0011132265514649878,0.01223918043213843,0.05381762230534443,931.5568360806947,0.06634324175882253,0.0510117873416932,0.6573537808150787,0.017692844544207685,0.024226359290552016,0.18337198624964643,90.69814638006204,0.23879796982420404,0.06293418276138629,0.5295163843754006,0.020894042276932395,0.03671334032407156,0.11114408043800489,111.72995019043812,0.15446499831008273,0.05213239905391106,0.4962830590852658,0.009183701487741561,0.04455878762804935,0.24337705443494964,55.02066598061674,0.07173307386286033,0.018743999215579614,0.6285662379894488,0.0030272083347358033,0.0554084693360115,0.22252101126136373,120.1988645502064,0.020082656926727695,0.00399941914244822,0.8642453170674794,0.0007881586340444423,0.014664675079616813,0.09621977314968358,390.12778418492644,0.14130111657875855,0.038616802918120884,0.5396928117286837,0.006767823169111196,0.03364385667341436,0.23997758893191162,60.53604128202852,3.8794726930320147,1.1977401129943503,4.6930320150659135,3.83804143126177,2.012581524055515,0.32415606546663883,1.590710384771492,0.4693338306358071,1.0149219491901882,0.4819258393375355,0.7066399811877946,0.40049962694728924,1.1218550439795212,0.15154933836419687,1.043705490092549,0.47034929336744014,395.5,8.0,387.5,97.9772,0.8516,55.0,8.0,22.5,200.0,65.5,99.5,5.8065,51.6129,16.9032,25.6774,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4032E0-raw.fif,
8,0.08082505460529661,0.0847751443697725,0.6460326841099073,0.03373387282686472,0.026558755460626537,0.12807448862753296,49.31899762305291,0.07522002505611947,0.08595256569400266,0.6062115542011054,0.029372423613821027,0.029048566143291096,0.1741948652916604,41.965906928274876,0.06780443126629193,0.02535826547563477,0.6958443434767854,0.006927449590120762,0.05070103464209891,0.15336447554906807,87.60935962339985,0.034064936133297787,0.004588467286808662,0.8742094614038642,0.001142189265635095,0.016792122486207223,0.06920282342418813,391.0788581509797,0.06724292332317575,0.05727021686919763,0.6418878700476278,0.019552913042806933,0.022039723495392377,0.1920063532217999,49.509193000144286,0.1664428204656758,0.07238263470199034,0.5504767882182685,0.02086754433241637,0.0314051751523351,0.1584250371293134,20.94333663026202,0.11448373363524815,0.05789672826526867,0.5763583987902926,0.015810711365909065,0.03096667286011993,0.20448375508316233,16.886949438651552,0.07314602017069748,0.02317441169181816,0.6466590513554118,0.005991011240492433,0.045948883474264825,0.20508062206731473,30.603635772478768,0.030749977372598828,0.00473915461457473,0.848065474272259,0.0016559693042570494,0.01634496774516073,0.09844445669114962,97.55268416295326,0.10251388777025057,0.039499169240502535,0.6024694942309685,0.01053761818482372,0.023680580564503992,0.221299250008951,20.74927811983836,0.5765230312035662,0.05646359583952452,4.37147102526003,3.7028231797919764,1.152738665689247,0.3856298088313232,0.9737723701076046,0.44630495839982226,0.6179848889079796,0.35198079774216534,0.3745563993324184,0.2636339270096906,0.7354523768853475,0.2518393153787453,0.7186879543507881,0.39766818494550515,558.0,40.0,517.5,92.7419,1.6232,72.0,40.0,83.0,310.0,26.5,98.0,16.0386,59.9034,5.1208,18.9372,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4041E0-raw.fif,0.5
9,0.052236266927500136,0.09710595852367232,0.6641644853126828,0.0541993754511751,0.027269437819364976,0.10502447596560513,73.59433040676791,0.07230915244242192,0.10442151888615381,0.5981848102554936,0.038869816593888155,0.03068201227625516,0.15553268954578675,53.87143461433858,0.0666598636993011,0.026890008253311382,0.700552045769043,0.0074344687047696615,0.04480344091009409,0.1536601726634816,111.8783245459575,0.03458715533018877,0.0049552505388173445,0.8711788101910303,0.001240213896817207,0.018054093834496684,0.06998447620864978,482.8407037984655,0.06607693864715196,0.06082133560862196,0.6441333514386782,0.021538468462765907,0.022712298856165776,0.18471760698661574,64.61873629346171,0.19925504552655454,0.12289695282545768,0.4719546510121863,0.03506605951145468,0.03981477433829791,0.13101251678604886,16.867298093888046,0.11713524306510448,0.07295880626447358,0.5590176495656711,0.021615921671558343,0.03285570438619579,0.1964166750469972,18.145467826410503,0.0759818046598041,0.02630097377971619,0.6391781657138462,0.006524362806056086,0.04254631460935348,0.2094683784312237,33.76489963556614,0.03623758877869275,0.006377201285896299,0.828176569391836,0.0017297769147915558,0.020669443065434195,0.10680942056334979,97.65533530498863,0.10521836600157555,0.04727217580992827,0.5779236730926004,0.012405110564782645,0.02520207661845042,0.2319785979126627,22.16477938441929,1.1348684210526316,0.09539473684210525,3.7927631578947367,3.0822368421052633,1.0725169563004497,0.25613170191968554,0.9082074211526286,0.3067872866829856,0.6790259349572649,0.36043341131802836,0.6083868487024878,0.3344095996794425,1.0312707466797162,0.3112917385034898,0.8145830931022838,0.3751742589391453,542.0,32.5,507.5,93.6347,0.8276,105.0,32.5,68.5,257.0,47.0,135.0,13.4975,50.6404,9.2611,26.601,sc,/home/alexia/Downloads//sleep-edf-database-expanded-1.0.0/sleep-cassette/preprocessed/SC4042E0-raw.fif,2.0
